#Operon 	Genes in Operon
66 	[('384435601', 397037, 398143, '+', 'obgE'), ('384435602', 398188, 398361, '+', 'hliA')]
67 	[('384435612', 416356, 417165, '+', 'slr0678'), ('384435613', 417201, 418541, '+', 'fmu/fmv')]
68 	[('384435614', 418704, 419126, '+', 'slr0680'), ('384435615', 418963, 420264, '+', 'slr0681')]
69 	[('384435617', 421765, 422259, '-', 'sll0651'), ('384435618', 422253, 422612, '-', 'sll0650')]
70 	[('384435619', 422772, 423509, '-', 'sll0649'), ('384435620', 423490, 424566, '-', 'lim')]
71 	[('384435621', 424694, 425464, '-', 'sll0647'), ('384435622', 425468, 427738, '-', 'cyaA'), ('384435623', 427777, 428544, '-', 'sll0645')]
72 	[('384435628', 432779, 434308, '-', 'sll0641'), ('384435629', 434320, 436158, '-', 'Sac1')]
73 	[('384435631', 437705, 437908, '+', 'ssr1155'), ('384435632', 437922, 439118, '+', 'slr0689')]
74 	[('384435665', 473953, 474204, '-', 'vapC'), ('384435666', 474205, 474432, '-', 'vapB')]
75 	[('384435668', 475110, 475445, '-', 'sll1505'), ('384435669', 475435, 475743, '-', 'sll1504')]
76 	[('384435675', 484799, 486247, '-', 'cbiA'), ('384435676', 486244, 487353, '-', 'sll1500')]
77 	[('384435679', 491084, 491449, '+', 'slr1042'), ('384435680', 491496, 492059, '+', 'slr1043')]
78 	[('384435682', 494828, 495619, '+', 'slr1045'), ('384435683', 495626, 496006, '+', 'slr1046')]
79 	[('384435689', 503943, 504719, '+', 'envM'), ('384435690', 504755, 505267, '+', 'slr1052')]
80 	[('384435700', 520918, 521169, '-', 'ssl1922'), ('384435701', 521076, 521357, '-', 'ssl1920')]
81 	[('384435703', 523016, 523798, '-', 'sll1001'), ('384435704', 523821, 524114, '-', 'ssl1918')]
82 	[('384435709', 533086, 537474, '+', 'slr1759'), ('384435710', 537471, 538418, '+', 'slr1760'), ('384435711', 538415, 539020, '+', 'ytfC')]
83 	[('384435718', 545029, 545253, '+', 'ssr2962'), ('384435719', 545250, 545588, '+', 'slr1767')]
84 	[('384435720', 545591, 546556, '-', 'sll1640'), ('384435721', 546553, 547365, '-', 'ureD')]
85 	[('384435732', 555262, 555606, '+', 'slr1847'), ('384435733', 555642, 556946, '+', 'hisD')]
86 	[('384435736', 559461, 561170, '-', 'ureC'), ('384435737', 561188, 561658, '-', 'sll1749')]
87 	[('384435746', 570658, 570903, '+', 'psbE'), ('384435747', 570940, 571074, '+', 'psbF'), ('384435748', 571084, 571203, '+', 'psbL'), ('384435749', 571236, 571355, '+', 'psbJ')]
88 	[('384435753', 574562, 575464, '+', 'slr2037'), ('384435754', 575477, 576127, '+', 'slr2038')]
89 	[('384435755', 576139, 576903, '-', 'sll1942'), ('384435756', 576934, 579696, '-', 'gyrA')]
90 	[('384435757', 579787, 580194, '+', 'divK'), ('384435758', 580228, 581055, '+', 'slr2042')]
91 	[('384435759', 581052, 581525, '-', 'sll1940'), ('384435760', 581518, 582162, '-', 'sll1939')]
92 	[('384435764', 583680, 584696, '+', 'zntC'), ('384435765', 584674, 585543, '+', 'slr2044'), ('384435766', 585497, 586342, '+', 'slr2045')]
93 	[('384435781', 609469, 610053, '+', 'slr1906'), ('384435782', 609948, 610487, '+', 'slr1907')]
94 	[('384435785', 613801, 614817, '+', 'amiA'), ('384435786', 614841, 615269, '+', 'slr1911')]
95 	[('384435789', 616456, 616809, '+', 'slr1913'), ('384435790', 616822, 617178, '+', 'slr1914')]
96 	[('384435797', 622300, 624123, '-', 'ftsI'), ('384435798', 624136, 624594, '-', 'sll1832')]
97 	[('384435806', 633789, 634880, '-', 'sll0997'), ('384435807', 634892, 636247, '-', 'sll0996')]
98 	[('384435811', 638774, 639583, '-', 'sll0994'), ('384435812', 639516, 640613, '-', 'sll0993')]
99 	[('384435814', 642153, 642467, '+', 'slr1023'), ('384435815', 642474, 643115, '+', 'slr1024'), ('384435816', 643144, 643482, '+', 'slr1025')]
100 	[('384435817', 643549, 644379, '-', 'sll0992'), ('384435818', 644388, 645497, '-', 'sll0990')]
101 	[('384435820', 658262, 659335, '+', 'chlI'), ('384435821', 659370, 660584, '+', 'tyrS')]
102 	[('384435822', 660772, 661125, '+', 'slr1032'), ('384435823', 661122, 662819, '+', 'slr1033')]
103 	[('384435828', 664903, 667017, '-', 'sll0985'), ('384435829', 666929, 667375, '-', 'sll0984')]
104 	[('384435833', 669254, 669751, '-', 'sll0981'), ('384435834', 669759, 670949, '-', 'sll0980')]
105 	[('384435836', 671912, 672244, '+', 'slr1376'), ('384435837', 672291, 672947, '+', 'lepB'), ('384435838', 672899, 673612, '+', 'slr1378')]
106 	[('384435839', 673889, 675340, '+', 'cydA'), ('384435840', 675344, 676354, '+', 'cydB')]
107 	[('384435842', 677045, 678286, '-', 'ackA'), ('384435843', 678283, 679023, '-', 'clcD')]
108 	[('384435845', 679690, 680178, '+', 'slr1383'), ('384435846', 680096, 680368, '+', 'ssr2317'), ('384435847', 680397, 681572, '+', 'slr1384')]
109 	[('384435850', 683140, 684156, '-', 'pobA'), ('384435851', 684143, 684439, '-', 'ssl2559')]
110 	[('384435854', 690399, 690866, '-', 'sll1293'), ('384435855', 690899, 691264, '-', 'sll1292')]
111 	[('384435859', 695975, 697972, '+', 'ftsH'), ('384435860', 697988, 698458, '+', 'slr1391')]
112 	[('384435861', 698723, 698962, '+', 'ssr2333'), ('384435862', 698970, 700814, '+', 'feoB')]
113 	[('384435871', 710036, 710977, '-', 'cofG'), ('384435872', 710981, 711595, '-', 'sll1284'), ('384435873', 711608, 712783, '-', 'spoIID')]
114 	[('384435879', 721429, 721692, '+', 'ssr2843'), ('384435880', 721724, 722479, '+', 'slr1702')]
115 	[('384435883', 724492, 725367, '-', 'cpcC'), ('384435884', 725413, 726234, '-', 'cpcC')]
116 	[('384435889', 730108, 731358, '-', 'sll1575'), ('384435890', 731363, 731674, '-', 'sll1574')]
117 	[('384435905', 747234, 747578, '+', 'mrpC'), ('384435906', 747575, 749038, '+', 'ndhD5')]
118 	[('384435908', 749550, 751037, '+', 'ndhD6'), ('384435909', 751034, 751426, '+', 'slr2010'), ('384435910', 751381, 751674, '+', 'ssr3409'), ('384435911', 751671, 751967, '+', 'ssr3410'), ('384435912', 751936, 752535, '+', 'slr2011'), ('384435913', 752532, 753179, '+', 'mrpB')]
119 	[('384435916', 756053, 757195, '+', 'slr2015'), ('384435917', 757244, 757720, '+', 'slr2016'), ('384435918', 757671, 758753, '+', 'slr2017')]
120 	[('384435926', 769053, 770291, '-', 'hemN'), ('384435927', 770288, 770890, '-', 'nadD'), ('384435928', 770930, 771481, '-', 'sll1915')]
121 	[('384435929', 771651, 772520, '+', 'folP'), ('384435930', 772511, 773905, '+', 'slr2027')]
122 	[('384435932', 775687, 776061, '-', 'sll1912'), ('384435933', 776058, 776342, '-', 'ssl3615')]
123 	[('384435938', 783379, 784764, '+', 'argH'), ('384435939', 784769, 785215, '+', 'slr1134')]
124 	[('384435963', 816298, 816969, '-', 'sll1072'), ('384435964', 816983, 817810, '-', 'sll1071')]
125 	[('384435968', 821993, 822424, '-', 'sll1068'), ('384435969', 822461, 822706, '-', 'ssl3451')]
126 	[('384435972', 824228, 824785, '-', 'rpl25'), ('384435973', 824584, 825915, '-', 'purA')]
127 	[('384435976', 826935, 827348, '-', 'rps9'), ('384435977', 827348, 827803, '-', 'rpl13')]
128 	[('384435978', 827868, 828695, '-', 'truA'), ('384435979', 828713, 829063, '-', 'rpl17')]
129 	[('384435981', 830194, 830586, '-', 'rps11'), ('384435982', 830635, 831018, '-', 'rps13')]
130 	[('384435988', 834333, 834854, '-', 'rps5'), ('384435989', 834894, 835256, '-', 'rpl18'), ('384435990', 835260, 835799, '-', 'rpl6')]
131 	[('384435993', 837001, 837348, '-', 'rpl24'), ('384435994', 837349, 837717, '-', 'rpl14'), ('384435995', 837741, 837986, '-', 'rps17'), ('384435996', 837994, 838215, '-', 'rpl29'), ('384435997', 838218, 838637, '-', 'rpl16'), ('384435998', 838678, 839400, '-', 'rps3'), ('384435999', 839430, 839795, '-', 'rpl22'), ('384436000', 839811, 840089, '-', 'rps19'), ('384436001', 840122, 840952, '-', 'rpl2')]
132 	[('384436002', 841002, 841307, '-', 'rpl23'), ('384436003', 841300, 841932, '-', 'rpl4'), ('384436004', 841972, 842613, '-', 'rpl3')]
133 	[('384436015', 851717, 852142, '+', 'slr1902'), ('384436016', 852031, 852447, '+', 'slr1903')]
134 	[('384436017', 852470, 852898, '-', 'sll1792'), ('384436018', 852895, 853281, '-', 'sll1791')]
135 	[('384436023', 862262, 866377, '-', 'sll1124'), ('384436024', 866374, 867144, '-', 'sll1123')]
136 	[('384436029', 875515, 875979, '+', 'slr1195'), ('384436030', 876008, 877297, '+', 'slr1196'), ('384436031', 877325, 878521, '+', 'slr1197')]
137 	[('384436045', 891276, 893249, '+', 'slr1208'), ('384436046', 893261, 893590, '+', 'slr1209'), ('384436047', 893583, 893972, '+', 'slr1210'), ('384436048', 893984, 897262, '+', 'cobN')]
138 	[('384436049', 897354, 899888, '+', 'ETR1'), ('384436050', 899937, 900662, '+', 'slr1213')]
139 	[('384436058', 908353, 908961, '-', 'sll1969'), ('384436059', 908968, 909483, '-', 'pmgA')]
140 	[('384436094', 946522, 947511, '-', 'sll1726'), ('384436095', 947511, 949343, '-', 'sll1725')]
141 	[('384436096', 949397, 950536, '-', 'icsA'), ('384436097', 950533, 951774, '-', 'sll1723'), ('384436098', 951797, 953098, '-', 'sll1722')]
142 	[('384436110', 968487, 968960, '-', 'sll1715'), ('384436111', 968893, 969294, '-', 'sll1714')]
143 	[('384436112', 969762, 970868, '-', 'hisC'), ('384436113', 970882, 971184, '-', 'hupA')]
144 	[('384436124', 982968, 983180, '+', 'ssr2595'), ('384436125', 983229, 983540, '+', 'slr1544')]
145 	[('384436127', 984562, 985200, '+', 'slr1546'), ('384436128', 985224, 986222, '+', 'slr1547')]
146 	[('384436129', 986492, 987733, '-', 'sll1466'), ('384436130', 987740, 987967, '-', 'ssl2823')]
147 	[('384436133', 991735, 992772, '-', 'hypE'), ('384436134', 992821, 993483, '-', 'sll1461')]
148 	[('384436153', 1015511, 1016782, '+', 'prc'), ('384436154', 1016830, 1017495, '+', 'slr1752')]
149 	[('384436156', 1018650, 1019126, '+', 'slr1218'), ('384436157', 1019155, 1019583, '+', 'ureE')]
150 	[('384436168', 1033902, 1035545, '+', 'prfC'), ('384436169', 1035593, 1037089, '+', 'slr1229')]
151 	[('384436176', 1042609, 1042953, '+', 'slr1234'), ('384436177', 1042999, 1043880, '+', 'slr1235'), ('384436178', 1043917, 1044450, '+', 'slr1236')]
152 	[('384436180', 1044915, 1046366, '-', 'sll1132'), ('384436181', 1046402, 1046830, '-', 'sll1131')]
153 	[('384436183', 1048406, 1048753, '-', 'sll1130'), ('384436184', 1048750, 1049016, '-', 'ssl2245')]
154 	[('384436191', 1053955, 1055547, '+', 'pntA'), ('384436192', 1055574, 1056113, '+', 'slr1240'), ('384436193', 1056119, 1056466, '+', 'slr1241')]
155 	[('384436194', 1056714, 1056944, '+', 'ssr2067'), ('384436195', 1056985, 1058427, '+', 'pntB')]
156 	[('384436198', 1060901, 1061239, '+', 'slr1437'), ('384436199', 1061242, 1062111, '+', 'slr1438')]
157 	[('384436204', 1069666, 1071702, '-', 'sll1359'), ('384436205', 1071734, 1072918, '-', 'sll1358')]
158 	[('384436209', 1077755, 1078612, '+', 'slr1442'), ('384436210', 1078657, 1080501, '+', 'pknA')]
159 	[('384436213', 1082437, 1084716, '-', 'recJ'), ('384436214', 1084757, 1087753, '-', 'sll1353'), ('384436215', 1087772, 1089190, '-', 'sll1352')]
160 	[('384436217', 1090680, 1091279, '+', 'slr1449'), ('384436218', 1091317, 1091631, '+', 'slr1450')]
161 	[('384436219', 1091698, 1092894, '-', 'sll1350'), ('384436220', 1092925, 1093590, '-', 'cbbZp'), ('384436221', 1093626, 1094495, '-', 'sll1348')]
162 	[('384436227', 1099214, 1100368, '-', 'recF'), ('384436228', 1100410, 1102014, '-', 'sll1276')]
163 	[('384436233', 1107242, 1108330, '+', 'bioB'), ('384436234', 1108314, 1108967, '+', 'bioY'), ('384436235', 1108967, 1109452, '+', 'lspA')]
164 	[('384436245', 1123441, 1124031, '-', 'sll1267'), ('384436246', 1124071, 1130007, '-', 'sll1265')]
165 	[('384436249', 1132264, 1132899, '-', 'ruvA'), ('384436250', 1132914, 1133690, '-', 'sll0875')]
166 	[('384436269', 1152549, 1153292, '+', 'fabG'), ('384436270', 1153292, 1154101, '+', 'slr0887')]
167 	[('384436271', 1154330, 1154836, '+', 'slr0888'), ('384436272', 1154857, 1156083, '+', 'slr0889')]
168 	[('384436278', 1161441, 1161842, '-', 'sll0863'), ('384436279', 1161856, 1163367, '-', 'sll0862')]
169 	[('384436293', 1182665, 1183645, '+', 'slr1409'), ('384436294', 1183660, 1184664, '+', 'slr1410')]
170 	[('384436296', 1185300, 1186307, '-', 'sll1306'), ('384436297', 1186311, 1187198, '-', 'sll1305'), ('384436298', 1187219, 1188082, '-', 'sll1304'), ('384436299', 1188079, 1188885, '-', 'sll1785')]
171 	[('384436300', 1189110, 1189913, '-', 'sll1784'), ('384436301', 1189940, 1190383, '-', 'sll1783')]
172 	[('384436302', 1190867, 1191433, '+', 'slr1852'), ('384436303', 1191445, 1191786, '+', 'slr1853')]
173 	[('384436304', 1191856, 1192452, '+', 'slr1854'), ('384436305', 1192485, 1194308, '+', 'slr1855'), ('384436306', 1194314, 1194643, '+', 'slr1856'), ('384436307', 1194653, 1196776, '+', 'glgX')]
174 	[('384436309', 1197262, 1199166, '+', 'ICFG'), ('384436310', 1199172, 1199603, '+', 'slr1861')]
175 	[('384436311', 1199708, 1201831, '+', 'slr1862'), ('384436312', 1201845, 1202915, '+', 'slr1864')]
176 	[('384436313', 1203093, 1204355, '+', 'slr1865'), ('384436314', 1204363, 1205364, '+', 'slr1866')]
177 	[('384436323', 1215973, 1218441, '-', 'mutS'), ('384436324', 1218471, 1219235, '-', 'sll1771')]
178 	[('384436326', 1221427, 1221744, '-', 'sll1769'), ('384436327', 1221754, 1222026, '-', 'ssl3383'), ('384436328', 1222072, 1222248, '-', 'ssl3382')]
179 	[('384436337', 1228788, 1229984, '-', 'aslB'), ('384436338', 1230024, 1230503, '-', 'sll1765')]
180 	[('384436343', 1233326, 1233940, '-', 'sll1761'), ('384436344', 1233953, 1234873, '-', 'thrB')]
181 	[('384436367', 1257261, 1258568, '-', 'sll2009'), ('384436368', 1258577, 1259869, '-', 'sll2008')]
182 	[('384436371', 1262231, 1262647, '-', 'sll2007'), ('384436372', 1262640, 1262996, '-', 'sll2006')]
183 	[('384436380', 1272225, 1273130, '+', 'slr2144'), ('384436381', 1273169, 1274098, '+', 'mbpA')]
184 	[('384436387', 1279384, 1280154, '-', 'csgA'), ('384436388', 1280178, 1282010, '-', 'sppA'), ('384436389', 1282007, 1282519, '-', 'sll1702')]
185 	[('384436393', 1285685, 1287580, '-', 'sll1699'), ('384436394', 1287549, 1287929, '-', 'sll1698')]
186 	[('384436400', 1291637, 1292173, '+', 'slr1815'), ('384436401', 1292215, 1294368, '+', 'slr1816')]
187 	[('384436402', 1294385, 1295197, '-', 'sll1696'), ('384436403', 1295199, 1295711, '-', 'hofG')]
188 	[('384436407', 1298546, 1298983, '-', 'sll1692'), ('384436408', 1298976, 1299428, '-', 'sll1691')]
189 	[('384436414', 1308299, 1309399, '+', 'slr1821'), ('384436415', 1309392, 1310051, '+', 'nth')]
190 	[('384436417', 1311126, 1311620, '-', 'sll1631'), ('384436418', 1311660, 1312085, '-', 'sll1630'), ('384436419', 1312095, 1313564, '-', 'phr')]
191 	[('384436425', 1319652, 1320656, '-', 'sll1624'), ('384436426', 1320669, 1321340, '-', 'sll1623')]
192 	[('384436441', 1337544, 1337972, '+', 'slr0852'), ('384436442', 1337972, 1338448, '+', 'rimI')]
193 	[('384436444', 1339948, 1340541, '-', 'sll0858'), ('384436445', 1340511, 1340927, '-', 'sll0857'), ('384436446', 1340869, 1341429, '-', 'rpoE')]
194 	[('384436447', 1341592, 1342947, '-', 'sll0855'), ('384436448', 1342957, 1343883, '-', 'sll0854')]
195 	[('384436450', 1345014, 1345373, '+', 'slr0856'), ('384436451', 1345367, 1345861, '+', 'slr0857')]
196 	[('384436452', 1346291, 1347673, '-', 'psbC'), ('384436453', 1347657, 1348715, '-', 'psbD')]
197 	[('384436461', 1356557, 1357654, '-', 'sll0843'), ('384436462', 1357663, 1359189, '-', 'nplT')]
198 	[('384436465', 1362082, 1362675, '-', 'sll0839'), ('384436466', 1362654, 1363349, '-', 'pyrF'), ('384436467', 1363396, 1364280, '-', 'sll0837')]
199 	[('384436471', 1368473, 1368835, '+', 'slr0870'), ('384436472', 1368860, 1369243, '+', 'slr0871')]
200 	[('384436476', 1377479, 1378528, '-', 'sll1164'), ('384436477', 1378532, 1378939, '-', 'sll1163'), ('384436478', 1378902, 1379609, '-', 'sll1162')]
201 	[('384436480', 1380903, 1381385, '-', 'sll1160'), ('384436481', 1381420, 1382076, '-', 'sll1159')]
202 	[('384436486', 1384571, 1384987, '-', 'sll1157'), ('384436487', 1384876, 1385301, '-', 'sll1156')]
203 	[('384436491', 1388876, 1389862, '+', 'pstC'), ('384436492', 1389867, 1390739, '+', 'pstA')]
204 	[('384436495', 1392433, 1392723, '-', 'dcoH'), ('384436496', 1392755, 1394572, '-', 'sll1151')]
205 	[('384436508', 1404253, 1404792, '+', 'slr1261'), ('384436509', 1404798, 1405664, '+', 'slr1262')]
206 	[('384436512', 1408547, 1408969, '-', 'sll1960'), ('384436513', 1409004, 1409807, '-', 'suhB'), ('384436514', 1409812, 1410861, '-', 'hisC')]
207 	[('384436517', 1412943, 1415639, '+', 'topA'), ('384436518', 1415660, 1416064, '+', 'slr2059'), ('384436519', 1416101, 1417498, '+', 'slr2060')]
208 	[('384436521', 1418723, 1419328, '-', 'sll1954'), ('384436522', 1419367, 1419663, '-', 'ssl3692')]
209 	[('384436532', 1433718, 1434440, '+', 'slr1990'), ('384436533', 1434462, 1435475, '+', 'cyaA'), ('384436534', 1435516, 1435980, '+', 'slr1992')]
210 	[('384436539', 1442932, 1444209, '+', 'slr1998'), ('384436540', 1444242, 1444652, '+', 'slr1999'), ('384436541', 1444691, 1445656, '+', 'slr2000')]
211 	[('384436543', 1446877, 1449498, '+', 'cphA'), ('384436544', 1449531, 1450160, '+', 'slr2003')]
212 	[('384436552', 1459632, 1460918, '-', 'folC'), ('384436553', 1460953, 1462062, '-', 'sll1611')]
213 	[('384436554', 1462272, 1462631, '+', 'slr1715'), ('384436555', 1462625, 1463119, '+', 'slr1716')]
214 	[('384436559', 1467830, 1468618, '-', 'sll1606'), ('384436560', 1468664, 1469164, '-', 'fabZ')]
215 	[('384436563', 1470966, 1472765, '+', 'aspS'), ('384436564', 1472791, 1474269, '+', 'slr1721')]
216 	[('384436570', 1479280, 1480200, '-', 'mntB'), ('384436571', 1480197, 1480979, '-', 'mntA')]
217 	[('384436574', 1483029, 1483355, '-', 'kaiB2'), ('384436575', 1483376, 1485082, '-', 'kaiC2')]
218 	[('384436582', 1493575, 1495647, '+', 'kdpB'), ('384436583', 1495676, 1495933, '+', 'ssr2912')]
219 	[('384436592', 1508807, 1509991, '+', 'ndhH'), ('384436593', 1510034, 1510438, '+', 'slr0262')]
220 	[('384436594', 1510489, 1510794, '+', 'slr0263'), ('384436595', 1510833, 1511942, '+', 'slr0264')]
221 	[('384436597', 1512947, 1514155, '-', 'dfp'), ('384436598', 1514168, 1514419, '-', 'ssl0461')]
222 	[('384436610', 1524022, 1524999, '+', 'slr0272'), ('384436611', 1525041, 1525991, '+', 'slr0273')]
