#Operon 	Genes in Operon
27 	[('16128126', 147944, 148795, '-', 'panC'), ('16128127', 148807, 149601, '-', 'panB')]
28 	[('16128129', 151003, 151599, '-', 'yadK'), ('16128130', 151626, 152231, '-', 'yadL'), ('90111089', 152243, 152812, '-', 'yadM'), ('16128132', 152829, 155426, '-', 'htrE'), ('16128133', 155461, 156201, '-', 'ecpD')]
29 	[('16128135', 157253, 157732, '-', 'folK'), ('162135892', 157729, 159126, '-', 'pcnB')]
30 	[('226524698', 159186, 160112, '-', 'gluQ'), ('16128138', 160149, 160604, '-', 'dksA')]
31 	[('16128139', 160782, 161486, '-', 'sfsA'), ('90111091', 161501, 162031, '-', 'ligT')]
32 	[('16128144', 169778, 170575, '+', 'fhuC'), ('16128145', 170575, 171465, '+', 'fhuD'), ('16128146', 171462, 173444, '+', 'fhuB')]
33 	[('16128150', 177001, 177624, '-', 'yadS'), ('16128151', 177662, 178462, '-', 'btuF'), ('16128152', 178455, 179153, '-', 'mtn')]
34 	[('16128159', 185123, 185947, '-', 'dapD'), ('16128160', 185978, 188650, '-', 'glnD')]
35 	[('16128167', 194903, 195664, '+', 'ispU'), ('90111095', 195677, 196534, '+', 'cdsA'), ('16128169', 196546, 197898, '+', 'rseP'), ('16128170', 197928, 200360, '+', 'bamA')]
36 	[('16128171', 200482, 200967, '+', 'skp'), ('16128172', 200971, 201996, '+', 'lpxD')]
37 	[('16128173', 202101, 202556, '+', 'fabZ'), ('16128174', 202560, 203348, '+', 'lpxA'), ('16128175', 203348, 204496, '+', 'lpxB'), ('16128176', 204493, 205089, '+', 'rnhB'), ('16128177', 205126, 208608, '+', 'dnaE'), ('16128178', 208621, 209580, '+', 'accA')]
38 	[('90111097', 213678, 213932, '-', 'rof'), ('49176004', 213925, 214125, '-', 'yaeP')]
39 	[('16128183', 214291, 214836, '+', 'yaeQ'), ('16128184', 214833, 215255, '+', 'yaeJ'), ('16128185', 215269, 215979, '+', 'nlpE')]
40 	[('16128188', 218887, 219594, '-', 'yaeB'), ('16128189', 219591, 219995, '-', 'rcsF')]
41 	[('16128190', 220113, 220928, '-', 'metQ'), ('16128191', 220968, 221621, '-', 'metI'), ('16128192', 221614, 222645, '-', 'metN')]
42 	[('16128196', 231122, 231922, '+', 'yafD'), ('16128197', 231926, 232549, '+', 'yafE')]
43 	[('16128211', 245961, 246239, '-', 'yafQ'), ('16128212', 246242, 246502, '-', 'dinJ')]
44 	[('16128218', 252005, 252298, '+', 'yafN'), ('16128219', 252301, 252699, '+', 'yafO'), ('16128220', 252709, 253161, '+', 'yafP')]
45 	[('16128228', 259612, 260715, '+', 'proB'), ('16128229', 260727, 261980, '+', 'proA')]
46 	[('16128230', 262552, 262893, '-', 'ykfI'), ('16128231', 262914, 263231, '-', 'yafW'), ('94541094', 263250, 263471, '-', 'ykfH'), ('16128232', 263480, 263956, '-', 'ykfG'), ('16128233', 263972, 264430, '-', 'yafX')]
47 	[('16128235', 264844, 265311, '-', 'ykfB'), ('145698221', 265334, 265777, '-', 'yafY')]
48 	[('90111105', 274549, 275952, '+', 'mmuP'), ('16128246', 275939, 276871, '+', 'mmuM')]
49 	[('16128249', 278402, 278905, '-', 'insB'), ('16128250', 278824, 279099, '-', 'insA')]
50 	[('345452715', 281502, 282410, '+', 'yagE'), ('16128254', 282425, 284392, '+', 'yagF')]
51 	[('16128255', 284619, 286001, '+', 'yagG'), ('16128256', 286013, 287623, '+', 'yagH')]
52 	[('16128259', 289873, 290376, '-', 'insB'), ('16128260', 290295, 290570, '-', 'insA')]
53 	[('16128263', 292444, 293142, '-', 'yagL'), ('16128264', 293169, 294023, '-', 'yagM')]
54 	[('16128268', 296994, 297950, '-', 'paoD'), ('16128269', 297960, 300158, '-', 'paoC'), ('16128270', 300155, 301111, '-', 'paoB'), ('16128271', 301108, 301797, '-', 'paoA')]
55 	[('90111108', 303719, 304429, '-', 'yagV'), ('16128275', 304398, 306041, '-', 'yagW'), ('16128276', 306031, 308556, '-', 'yagX'), ('16128277', 308582, 309250, '-', 'matC')]
56 	[('94541137', 311598, 311738, '-', 'ykgO'), ('16128281', 311738, 312001, '-', 'ykgM')]
57 	[('226524700', 314515, 314814, '+', 'insE'), ('16128284', 314811, 315677, '+', 'insF')]
58 	[('90111110', 316950, 317543, '-', 'ykgB'), ('90111111', 317555, 317791, '-', 'ykgI')]
59 	[('16128291', 320832, 321551, '+', 'ykgE'), ('16128292', 321562, 322989, '+', 'ykgF'), ('90111113', 322982, 323677, '+', 'ykgG')]
60 	[('16128296', 324801, 326471, '-', 'betA'), ('16128297', 326485, 327957, '-', 'betB'), ('49176011', 327971, 328558, '-', 'betI')]
61 	[('16128303', 334504, 335109, '+', 'yahD'), ('16128304', 335149, 336012, '+', 'yahE'), ('16128305', 336002, 337549, '+', 'yahF'), ('16128306', 337549, 338967, '+', 'yahG')]
62 	[('16128308', 339389, 340339, '+', 'yahI'), ('16128309', 340349, 341731, '+', 'yahJ')]
63 	[('16128318', 349236, 350405, '+', 'prpC'), ('16128319', 350439, 351890, '+', 'prpD'), ('16128320', 351930, 353816, '+', 'prpE')]
64 	[('16128321', 354146, 355405, '+', 'codB'), ('16128322', 355395, 356678, '+', 'codA')]
65 	[('16128324', 358023, 358682, '+', 'cynT'), ('16128325', 358713, 359183, '+', 'cynS'), ('16128326', 359216, 360370, '+', 'cynX')]
66 	[('16128332', 367835, 369499, '+', 'mhpA'), ('16128333', 369501, 370445, '+', 'mhpB'), ('90111115', 370448, 371329, '+', 'mhpC'), ('90111116', 371339, 372148, '+', 'mhpD'), ('16128336', 372145, 373095, '+', 'mhpF'), ('16128337', 373092, 374105, '+', 'mhpE')]
67 	[('16128341', 377686, 378795, '-', 'frmA'), ('162135894', 378830, 379105, '-', 'frmR')]
68 	[('145698224', 380575, 380940, '+', 'insC'), ('16128346', 380898, 381803, '+', 'insD')]
69 	[('90111122', 384456, 385418, '+', 'tauA'), ('16128351', 385431, 386198, '+', 'tauB'), ('16128352', 386195, 387022, '+', 'tauC'), ('16128353', 387019, 387870, '+', 'tauD')]
70 	[('16128357', 390963, 391829, '-', 'insF'), ('226524701', 391826, 392125, '-', 'insE')]
71 	[('16128362', 395863, 397083, '+', 'sbmA'), ('16128363', 397096, 398190, '+', 'yaiW')]
72 	[('16128382', 411831, 414977, '-', 'sbcC'), ('16128383', 414974, 416176, '-', 'sbcD')]
73 	[('16128391', 425361, 426488, '+', 'tgt'), ('16128392', 426511, 426843, '+', 'yajC'), ('16128393', 426871, 428718, '+', 'secD'), ('16128394', 428729, 429700, '+', 'secF')]
74 	[('16128398', 432226, 432675, '+', 'nrdR'), ('16128399', 432679, 433782, '+', 'ribD')]
75 	[('16128400', 433871, 434341, '+', 'ribE'), ('16128401', 434361, 434780, '+', 'nusB')]
76 	[('16128402', 434858, 435835, '+', 'thiL'), ('16128403', 435813, 436331, '+', 'pgpA')]
77 	[('16128405', 437539, 439401, '-', 'dxs'), ('16128406', 439426, 440325, '-', 'ispA'), ('16128407', 440325, 440567, '-', 'xseB')]
78 	[('90111131', 442275, 442865, '-', 'yajL'), ('16128410', 442828, 443739, '-', 'panE')]
79 	[('16128413', 446039, 446929, '-', 'cyoE'), ('16128414', 446941, 447270, '-', 'cyoD'), ('16128415', 447270, 447884, '-', 'cyoC'), ('16128416', 447874, 449865, '-', 'cyoB'), ('16128417', 449887, 450834, '-', 'cyoA')]
80 	[('16128418', 451294, 452769, '-', 'ampG'), ('90111134', 452813, 453391, '-', 'yajG')]
81 	[('90111137', 467607, 468065, '+', 'ybaO'), ('16128433', 468095, 469867, '+', 'mdlA'), ('16128434', 469860, 471641, '+', 'mdlB')]
82 	[('16128435', 471822, 472160, '+', 'glnK'), ('16128436', 472190, 473476, '+', 'amtB')]
83 	[('16128444', 479314, 479532, '-', 'hha'), ('16128445', 479558, 479932, '-', 'tomB')]
84 	[('16128446', 480478, 483627, '-', 'acrB'), ('16128447', 483650, 484843, '-', 'acrA')]
85 	[('16128450', 489334, 489495, '-', 'ybaM'), ('16128451', 489509, 490036, '-', 'priC')]
86 	[('16128455', 493300, 493629, '+', 'ybaB'), ('16128456', 493629, 494234, '+', 'recR')]
87 	[('16128469', 510865, 511797, '+', 'ybaS'), ('16128470', 511800, 513092, '+', 'ybaT')]
88 	[('145698226', 513625, 514083, '-', 'ybbJ'), ('16128473', 514080, 514997, '-', 'qmcA')]
89 	[('16128474', 515143, 515820, '+', 'ybbL'), ('90111141', 515807, 516586, '+', 'ybbM')]
90 	[('16128477', 517564, 518373, '-', 'ybbO'), ('16128478', 518363, 518989, '-', 'tesA')]
91 	[('16128479', 518957, 519643, '+', 'ybbA'), ('16128480', 519640, 522054, '+', 'ybbP')]
92 	[('16128481', 522485, 526765, '+', 'rhsD'), ('16128482', 526805, 527173, '+', 'ybbC')]
93 	[('16128491', 533140, 534921, '+', 'gcl'), ('16128492', 534934, 535710, '+', 'hyi')]
94 	[('90111145', 539789, 541090, '+', 'ybbY'), ('16128498', 541112, 542257, '+', 'glxK')]
95 	[('16128499', 542485, 543270, '-', 'ylbA'), ('16128500', 543281, 544516, '-', 'allC'), ('16128501', 544538, 545587, '-', 'allD')]
96 	[('16128504', 548850, 549665, '+', 'ylbF'), ('16128505', 549662, 550555, '+', 'ybcF')]
97 	[('16128506', 550750, 551817, '-', 'purK'), ('16128507', 551814, 552323, '-', 'purE')]
98 	[('16128508', 552441, 553163, '-', 'lpxH'), ('16128509', 553166, 553660, '-', 'ppiB')]
99 	[('90111146', 555884, 556096, '-', 'ybcJ'), ('16128513', 556098, 556964, '-', 'folD')]
100 	[('16128515', 558197, 558889, '+', 'sfmC'), ('16128516', 558920, 561523, '+', 'sfmD'), ('145698227', 561559, 562542, '+', 'sfmH'), ('16128518', 562553, 563068, '+', 'sfmF')]
101 	[('226524703', 566065, 566364, '+', 'insE'), ('16128524', 566361, 567227, '+', 'insF')]
102 	[('16128528', 570116, 570667, '+', 'ybcL'), ('16128529', 570677, 571474, '+', 'ybcM')]
103 	[('145698228', 571591, 571692, '+', 'ylcH'), ('16128530', 571689, 572144, '+', 'ybcN'), ('16128531', 572144, 572314, '+', 'ninE'), ('16128532', 572307, 572597, '+', 'ybcO'), ('16128533', 572594, 572956, '+', 'rusA'), ('94541097', 572953, 573093, '+', 'ylcG')]
104 	[('16128537', 576621, 576836, '+', 'essD'), ('16128538', 576836, 577333, '+', 'rrrD'), ('16128539', 577330, 577791, '+', 'rzpD'), ('94541098', 577550, 577732, '+', 'rzoD')]
105 	[('16128550', 586314, 587204, '-', 'ybcH'), ('16128551', 587205, 590177, '-', 'nfrA'), ('16128552', 590164, 592401, '-', 'nfrB')]
106 	[('16128553', 592551, 593993, '-', 'cusS'), ('16128554', 593983, 594666, '-', 'cusR')]
107 	[('16128556', 596354, 596686, '+', 'cusF'), ('16128557', 596702, 597925, '+', 'cusB'), ('16128558', 597937, 601080, '+', 'cusA')]
108 	[('16128568', 612038, 613162, '+', 'fes'), ('94541099', 613165, 613383, '+', 'ybdZ'), ('16128569', 613380, 617261, '+', 'entF')]
109 	[('16128571', 618607, 619422, '-', 'fepC'), ('16128572', 619419, 620411, '-', 'fepG'), ('16128573', 620408, 621412, '-', 'fepD')]
110 	[('16128576', 624108, 625283, '+', 'entC'), ('16128577', 625293, 626903, '+', 'entE'), ('16128578', 626917, 627774, '+', 'entB'), ('16128579', 627774, 628520, '+', 'entA'), ('16128580', 628523, 628936, '+', 'entH')]
111 	[('16128584', 633970, 634599, '-', 'ybdM'), ('16128585', 634572, 635792, '-', 'ybdN')]
112 	[('16128596', 645854, 646732, '-', 'citG'), ('16128597', 646707, 647258, '-', 'citX'), ('16128598', 647262, 648794, '-', 'citF'), ('90111153', 648805, 649713, '-', 'citE'), ('16128600', 649710, 650006, '-', 'citD'), ('90111154', 650021, 651079, '-', 'citC')]
113 	[('16128602', 651458, 653116, '+', 'dpiB'), ('16128603', 653085, 653765, '+', 'dpiA')]
114 	[('16128616', 663325, 664413, '-', 'rlpA'), ('16128617', 664424, 665536, '-', 'mrdB'), ('16128618', 665539, 667440, '-', 'mrdA'), ('16128619', 667471, 667938, '-', 'rlmH'), ('90111157', 667942, 668259, '-', 'ybeB')]
115 	[('16128621', 668519, 669130, '-', 'cobC'), ('16128622', 669154, 669795, '-', 'nadD'), ('16128623', 669797, 670828, '-', 'holA'), ('16128624', 670828, 671409, '-', 'lptE'), ('16128625', 671424, 674006, '-', 'leuS')]
116 	[('16128628', 675934, 676641, '+', 'ybeR'), ('16128629', 676638, 678065, '+', 'djlB')]
117 	[('16128631', 678731, 679438, '+', 'ybeU'), ('16128632', 679435, 680886, '+', 'djlC')]
118 	[('16128635', 683753, 684478, '-', 'gltL'), ('16128636', 684478, 685152, '-', 'gltK'), ('16128637', 685152, 685892, '-', 'gltJ')]
119 	[('16128640', 688566, 690104, '-', 'lnt'), ('16128641', 690129, 691007, '-', 'ybeX')]
120 	[('16128642', 691097, 691564, '-', 'ybeY'), ('145698230', 691561, 692601, '-', 'ybeZ')]
121 	[('16128651', 698797, 699549, '-', 'nagD'), ('16128652', 699597, 700817, '-', 'nagC'), ('16128653', 700826, 701974, '-', 'nagA')]
122 	[('16128659', 709423, 709869, '-', 'fur'), ('157783150', 709862, 709948, '-', 'uof')]
123 	[('16128663', 712210, 712755, '+', 'seqA'), ('16128664', 712781, 714421, '+', 'pgm')]
124 	[('16128668', 716169, 717488, '-', 'potE'), ('16128669', 717485, 719683, '-', 'speF')]
125 	[('16128670', 720279, 720956, '-', 'kdpE'), ('16128671', 720953, 723637, '-', 'kdpD'), ('16128672', 723630, 724202, '-', 'kdpC'), ('16128673', 724211, 726259, '-', 'kdpB'), ('16128674', 726282, 727955, '-', 'kdpA'), ('94541101', 727955, 728044, '-', 'kdpF')]
126 	[('16128676', 728806, 732999, '+', 'rhsC'), ('16128677', 732999, 733325, '+', 'ybfB')]
127 	[('16128682', 738224, 738733, '+', 'ybgA'), ('16128683', 738730, 740148, '+', 'phr')]
128 	[('16128685', 742050, 742793, '+', 'ybgI'), ('16128686', 742816, 743472, '+', 'ybgJ'), ('16128687', 743466, 744398, '+', 'ybgK'), ('16128688', 744388, 745122, '+', 'ybgL'), ('16128689', 745158, 745949, '+', 'nei')]
129 	[('90111164', 747144, 748205, '-', 'ybgO'), ('16128692', 748202, 748930, '-', 'ybgP'), ('90111165', 748945, 751392, '-', 'ybgQ')]
130 	[('16128696', 754400, 754789, '+', 'sdhC'), ('16128697', 754783, 755130, '+', 'sdhD'), ('16128698', 755130, 756896, '+', 'sdhA'), ('16128699', 756912, 757628, '+', 'sdhB')]
131 	[('16128701', 757929, 760730, '+', 'sucA'), ('16128702', 760745, 761962, '+', 'sucB')]
132 	[('16128703', 762237, 763403, '+', 'sucC'), ('16128704', 763403, 764272, '+', 'sucD')]
133 	[('16128706', 765207, 767183, '+', 'mngA'), ('16128707', 767201, 769834, '+', 'mngB')]
134 	[('90111166', 770681, 772249, '+', 'cydA'), ('16128709', 772265, 773404, '+', 'cydB'), ('94541102', 773419, 773532, '+', 'ybgT'), ('16128710', 773532, 773825, '+', 'ybgE')]
135 	[('16128711', 773975, 774379, '+', 'ybgC'), ('16128712', 774376, 775068, '+', 'tolQ'), ('16128713', 775072, 775500, '+', 'tolR')]
136 	[('16128715', 776963, 778255, '+', 'tolB'), ('16128716', 778290, 778811, '+', 'pal'), ('16128717', 778821, 779612, '+', 'ybgF')]
137 	[('16128718', 781308, 782351, '+', 'nadA'), ('16128719', 782389, 783108, '+', 'pnuC')]
138 	[('16128724', 787020, 788060, '-', 'galM'), ('16128725', 788054, 789202, '-', 'galK'), ('16128726', 789206, 790252, '-', 'galT'), ('49176045', 790262, 791278, '-', 'galE')]
139 	[('16128731', 794312, 795085, '+', 'modA'), ('16128732', 795085, 795774, '+', 'modB'), ('16128733', 795777, 796835, '+', 'modC')]
140 	[('16128743', 808567, 809607, '+', 'bioB'), ('16128744', 809604, 810758, '+', 'bioF'), ('16128745', 810745, 811500, '+', 'bioC'), ('16128746', 811493, 812170, '+', 'bioD')]
141 	[('16128749', 816267, 817256, '+', 'moaA'), ('16128750', 817278, 817790, '+', 'moaB'), ('16128751', 817793, 818278, '+', 'moaC'), ('16128752', 818271, 818516, '+', 'moaD'), ('16128753', 818518, 818970, '+', 'moaE')]
142 	[('16128756', 820765, 821721, '-', 'ybhN'), ('16128757', 821721, 822962, '-', 'ybhO'), ('16128758', 822959, 823720, '-', 'ybhP')]
143 	[('16128760', 824225, 825331, '-', 'ybhR'), ('16128761', 825342, 826475, '-', 'ybhS'), ('90111168', 826468, 828204, '-', 'ybhF'), ('16128763', 828197, 829195, '-', 'ybhG'), ('162135896', 829195, 829866, '-', 'ybiH')]
144 	[('16128767', 832293, 834443, '+', 'dinG'), ('16128768', 834471, 835433, '+', 'ybiB')]
145 	[('90111170', 837753, 838430, '-', 'ybiX'), ('16128773', 838472, 840754, '-', 'fiu')]
146 	[('16128777', 844964, 845686, '-', 'glnQ'), ('16128778', 845683, 846342, '-', 'glnP')]
147 	[('16128785', 852406, 852873, '+', 'mntR'), ('16128786', 852870, 853988, '+', 'ybiR')]
148 	[('16128791', 859397, 861829, '-', 'ybiW'), ('226524704', 861835, 862734, '-', 'ybiY')]
149 	[('16128794', 863603, 864352, '-', 'moeB'), ('16128795', 864352, 865587, '-', 'moeA')]
150 	[('16128796', 865791, 866756, '+', 'iaaA'), ('145698235', 866743, 868614, '+', 'gsiA'), ('16128798', 868634, 870172, '+', 'gsiB'), ('16128799', 870190, 871110, '+', 'gsiC'), ('16128800', 871113, 872024, '+', 'gsiD')]
151 	[('16128801', 872202, 874550, '+', 'yliE'), ('16128802', 874558, 875886, '+', 'yliF')]
152 	[('90111176', 884539, 885354, '-', 'ybjI'), ('16128813', 885354, 886562, '-', 'ybjJ')]
153 	[('16128818', 890136, 890423, '+', 'ybjC'), ('16128819', 890407, 891129, '+', 'nfsA')]
154 	[('90111177', 894214, 895347, '+', 'potG'), ('16128824', 895357, 896310, '+', 'potH'), ('16128825', 896307, 897152, '+', 'potI')]
155 	[('16128826', 897212, 897700, '+', 'ybjO'), ('16128827', 897741, 898868, '+', 'rlmD')]
156 	[('16128829', 900089, 900757, '-', 'artM'), ('16128830', 900757, 901473, '-', 'artQ'), ('16128831', 901480, 902211, '-', 'artI'), ('16128832', 902229, 902957, '-', 'artP')]
157 	[('16128834', 903816, 904139, '+', 'ybjQ'), ('16128835', 904136, 904966, '+', 'amiD')]
158 	[('90111179', 906075, 907505, '-', 'ybjT'), ('16128838', 907516, 908517, '-', 'ltaE'), ('16128839', 908554, 910272, '-', 'poxB')]
159 	[('16128840', 910405, 911373, '-', 'hcr'), ('90111180', 911385, 913037, '-', 'hcp')]
160 	[('90111182', 918458, 919573, '+', 'macA'), ('16128847', 919570, 921516, '+', 'macB')]
161 	[('16128849', 922136, 922456, '+', 'clpS'), ('16128850', 922487, 924763, '+', 'clpA')]
162 	[('16128852', 925951, 926655, '-', 'aat'), ('16128853', 926697, 928418, '-', 'cydC'), ('16128854', 928419, 930185, '-', 'cydD')]
163 	[('145698236', 936595, 937206, '+', 'lolA'), ('16128859', 937217, 938560, '+', 'rarA')]
164 	[('90111183', 940182, 942626, '+', 'dmsA'), ('16128862', 942637, 943254, '+', 'dmsB'), ('16128863', 943256, 944119, '+', 'dmsC')]
165 	[('90111187', 963543, 965807, '+', 'ycaI'), ('16128881', 965844, 967592, '+', 'msbA'), ('16128882', 967589, 968575, '+', 'lpxK'), ('16128883', 968612, 969844, '+', 'ycaQ')]
166 	[('16128884', 969896, 970078, '+', 'ycaR'), ('16128885', 970075, 970821, '+', 'kdsB')]
167 	[('16128888', 972760, 973545, '+', 'smtA'), ('16128889', 973542, 974864, '+', 'mukF'), ('226524705', 974845, 975549, '+', 'mukE'), ('16128891', 975549, 980009, '+', 'mukB')]
168 	[('16128893', 982298, 982846, '+', 'ycbK'), ('16128894', 982873, 983520, '+', 'ycbL')]
169 	[('16128900', 992500, 993267, '-', 'ssuB'), ('90111188', 993264, 994055, '-', 'ssuC'), ('16128902', 994066, 995211, '-', 'ssuD'), ('90111189', 995208, 996167, '-', 'ssuA'), ('16128904', 996160, 996735, '-', 'ssuE')]
170 	[('16128906', 997713, 998414, '+', 'elfD'), ('16128907', 998439, 1001039, '+', 'elfC'), ('16128908', 1001030, 1002100, '+', 'elfG'), ('16128909', 1002112, 1002654, '+', 'ycbU'), ('90111191', 1002662, 1003177, '+', 'ycbV'), ('90111192', 1003170, 1003880, '+', 'ycbF')]
171 	[('16128915', 1007067, 1009175, '+', 'rlmL'), ('16128916', 1009187, 1011094, '+', 'uup')]
172 	[('16128917', 1011224, 1012477, '+', 'pqiA'), ('16128918', 1012482, 1014122, '+', 'pqiB'), ('145698237', 1014119, 1014682, '+', 'ymbA')]
173 	[('90111194', 1020953, 1023106, '-', 'yccS'), ('16128928', 1023125, 1023571, '-', 'yccF')]
174 	[('16128938', 1031362, 1032480, '+', 'hyaA'), ('16128939', 1032477, 1034270, '+', 'hyaB'), ('16128940', 1034289, 1034996, '+', 'hyaC'), ('16128941', 1034993, 1035580, '+', 'hyaD'), ('16128942', 1035577, 1035975, '+', 'hyaE'), ('16128943', 1035972, 1036829, '+', 'hyaF')]
175 	[('16128944', 1036963, 1038507, '+', 'appC'), ('16128945', 1038519, 1039655, '+', 'appB'), ('145698240', 1039668, 1039760, '+', 'yccB')]
176 	[('16128947', 1041253, 1043433, '-', 'etk'), ('90111198', 1043453, 1043899, '-', 'etp'), ('16128949', 1043887, 1045026, '-', 'gfcE'), ('16128950', 1045072, 1047168, '-', 'gfcD'), ('16128951', 1047168, 1047914, '-', 'gfcC'), ('16128952', 1047911, 1048555, '-', 'gfcB')]
177 	[('94541103', 1049056, 1049331, '+', 'insA'), ('16128954', 1049250, 1049753, '+', 'insB')]
178 	[('16128957', 1051070, 1051300, '+', 'ymcE'), ('94541104', 1051290, 1051463, '+', 'gnsA')]
179 	[('16128962', 1057307, 1058479, '+', 'torC'), ('16128963', 1058479, 1061025, '+', 'torA'), ('16128964', 1061022, 1061621, '+', 'torD')]
180 	[('16128965', 1061773, 1062078, '-', 'cbpM'), ('16128966', 1062078, 1062998, '-', 'cbpA')]
181 	[('16128969', 1066087, 1066314, '-', 'yccJ'), ('16128970', 1066335, 1066931, '-', 'wrbA')]
182 	[('90111201', 1067734, 1069062, '-', 'rutG'), ('90111202', 1069083, 1069577, '-', 'rutF'), ('16128974', 1069588, 1070178, '-', 'rutE'), ('16128975', 1070188, 1070988, '-', 'rutD'), ('16128976', 1070996, 1071382, '-', 'rutC'), ('90111203', 1071394, 1072086, '-', 'rutB'), ('49176071', 1072086, 1073234, '-', 'rutA')]
183 	[('16128982', 1081466, 1082593, '+', 'efeO'), ('16128983', 1082599, 1083870, '+', 'efeB')]
184 	[('16128985', 1085329, 1085742, '-', 'pgaD'), ('16128986', 1085744, 1087069, '-', 'pgaC'), ('16128987', 1087062, 1089080, '-', 'pgaB'), ('16128988', 1089089, 1091512, '-', 'pgaA')]
185 	[('16128990', 1093498, 1094364, '-', 'insF'), ('226524706', 1094361, 1094660, '-', 'insE')]
186 	[('16128997', 1098102, 1098839, '+', 'ycdX'), ('16128998', 1098863, 1099417, '+', 'ycdY')]
187 	[('16129000', 1100074, 1100907, '-', 'csgG'), ('16129001', 1100934, 1101350, '-', 'csgF'), ('16129002', 1101375, 1101764, '-', 'csgE'), ('16129003', 1101769, 1102419, '-', 'csgD')]
188 	[('16129004', 1103174, 1103629, '+', 'csgB'), ('16129005', 1103670, 1104125, '+', 'csgA')]
189 	[('16129008', 1105043, 1105576, '+', 'ymdB'), ('90111207', 1105578, 1106999, '+', 'ymdC')]
190 	[('16129011', 1108558, 1110093, '+', 'opgG'), ('16129012', 1110086, 1112629, '+', 'opgH')]
191 	[('16129019', 1117124, 1117699, '-', 'yceI'), ('16129020', 1117703, 1118269, '-', 'yceJ')]
